,Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
9144,Asus,3414,AMD Ryzen 5,32,512,15.4,1162,Windows 10,2.38,2019
9147,HP,4882,Intel i5,16,256,16.3,1900,Linux,1.61,2018
9148,Razer,1024,Intel i5,64,2048,14.7,765,Linux,1.16,2019
9153,Asus,3539,Intel i9,32,2048,15.2,1050,Linux,1.88,2019
9160,Microsoft,7465,Intel i7,32,2048,17.3,781,Windows 11,1.93,2022
9165,Microsoft,4426,Intel i5,64,256,13.1,1448,Linux,2.0,2023
9171,Lenovo,9194,Intel i7,64,1024,16.5,900,Windows 11,1.47,2022
9174,Dell,6019,Intel i5,64,2048,13.5,1730,Linux,1.41,2020
9177,HP,2050,AMD Ryzen 7,32,1024,16.0,1063,Windows 11,1.78,2021
9183,Acer,1246,Intel i9,8,2048,16.5,1273,Windows 11,1.64,2018
9186,Dell,6592,AMD Ryzen 5,8,1024,16.8,1590,Windows 11,0.96,2022
9189,Razer,357,Intel i9,16,1024,16.9,1718,Linux,1.6,2024
9192,Acer,5528,AMD Ryzen 7,8,2048,12.6,868,Windows 10,1.87,2022
9199,HP,9819,Intel i9,32,1024,16.4,2078,Linux,2.33,2023
9200,Lenovo,8929,AMD Ryzen 7,32,1024,16.7,1654,Linux,2.18,2020
9208,Microsoft,3077,Intel i9,64,256,15.9,829,Windows 10,1.1,2024
9209,Lenovo,6329,Intel i9,8,256,17.1,847,Windows 11,1.77,2019
9215,Lenovo,6494,Intel i5,32,512,13.4,853,Windows 10,1.64,2022
9219,Microsoft,7862,Intel i7,16,256,15.8,1517,Windows 10,2.52,2020
9223,Acer,3345,Intel i9,64,256,17.1,1072,Linux,1.72,2018
9224,Acer,7836,Intel i7,32,512,18.8,1600,Windows 11,2.72,2020
9226,HP,6539,AMD Ryzen 5,64,512,14.7,1498,Windows 10,1.61,2022
9228,Razer,170,Intel i7,8,512,15.8,1682,Windows 11,0.62,2019
9230,Acer,9894,Intel i9,32,2048,15.5,1463,Windows 11,2.42,2023
9232,Lenovo,1122,AMD Ryzen 7,32,512,14.3,1000,Windows 11,2.48,2018
9238,Dell,5420,Intel i5,8,512,15.6,1509,Linux,2.15,2022
9239,Microsoft,2041,AMD Ryzen 5,32,1024,16.2,1064,Linux,1.91,2023
9243,HP,7414,AMD Ryzen 7,8,2048,15.3,942,Linux,1.9,2023
9251,Microsoft,1753,Intel i7,8,1024,14.9,1839,Linux,2.1,2021
9257,HP,1963,Intel i9,8,256,14.5,1539,Linux,2.15,2020
9259,Microsoft,2779,Intel i7,16,256,14.8,1420,Windows 10,1.73,2020
9261,Lenovo,264,Intel i5,32,512,17.7,325,Linux,2.11,2021
9262,Lenovo,5864,Intel i9,64,1024,17.1,1158,Linux,2.79,2020
9264,Lenovo,4212,AMD Ryzen 5,64,512,16.2,928,Windows 10,1.75,2022
9265,Acer,5924,Intel i7,32,1024,15.4,792,Linux,1.54,2021
9266,Microsoft,5832,Intel i5,16,256,16.1,1353,Windows 11,1.86,2024
9269,HP,2954,AMD Ryzen 5,64,2048,14.6,658,Linux,0.87,2024
9270,Lenovo,5102,Intel i5,64,512,15.9,1373,Windows 11,1.49,2023
9277,Apple,9318,Apple M1,16,512,17.5,1238,macOS,1.95,2022
9278,Acer,2383,Intel i9,32,1024,16.7,491,Linux,1.9,2021
9281,Lenovo,9886,Intel i9,32,512,18.5,1451,Windows 10,1.06,2024
9284,Razer,7934,Intel i5,8,256,14.1,1465,Linux,1.38,2021
9288,Razer,2879,AMD Ryzen 5,64,256,14.0,1243,Linux,2.83,2020
9293,Razer,7132,Intel i7,32,1024,16.8,703,Linux,1.68,2021
9294,Dell,1149,Intel i7,8,1024,16.2,1272,Windows 10,1.73,2019
9297,Lenovo,1099,AMD Ryzen 7,32,512,14.6,1039,Linux,2.06,2021
9299,Apple,2789,Apple M1,16,2048,13.8,1122,macOS,1.61,2020
9300,Razer,3118,Intel i9,64,256,17.9,1357,Windows 11,1.3,2023
9302,Lenovo,7282,Intel i9,8,1024,14.9,1071,Windows 10,1.14,2023
9304,Microsoft,7610,Intel i7,32,256,17.3,1274,Windows 11,1.65,2021
9305,Lenovo,2302,AMD Ryzen 5,8,512,15.4,726,Windows 10,2.34,2020
9306,Dell,8854,AMD Ryzen 7,32,2048,15.7,1702,Linux,1.87,2019
9307,Acer,3968,AMD Ryzen 7,16,512,14.4,536,Windows 10,2.03,2022
9309,HP,1908,Intel i5,32,2048,16.0,1771,Windows 10,1.37,2023
9311,Lenovo,1872,AMD Ryzen 5,8,512,15.6,1189,Windows 10,2.99,2024
9315,Microsoft,6417,AMD Ryzen 7,64,1024,14.0,1082,Linux,2.35,2023
9317,Acer,9863,Intel i5,32,256,15.0,1018,Linux,1.36,2024
9321,Lenovo,3758,Intel i7,16,256,15.5,1831,Windows 10,2.98,2022
9323,Razer,110,Intel i5,16,2048,17.1,1242,Windows 10,1.25,2020
9326,Acer,2486,Intel i7,64,2048,16.6,1204,Linux,0.76,2018
9329,Microsoft,8081,AMD Ryzen 7,16,2048,16.2,982,Windows 11,1.53,2023
9334,Dell,4982,AMD Ryzen 5,16,512,18.2,1117,Linux,1.18,2024
9336,Razer,3183,Intel i7,64,512,14.2,1489,Linux,2.41,2022
9340,Asus,1769,AMD Ryzen 5,32,512,14.4,2011,Linux,1.31,2018
9341,Asus,5662,AMD Ryzen 7,32,2048,17.3,1259,Windows 11,1.69,2019
9345,Microsoft,2100,Intel i9,16,2048,16.5,1796,Windows 10,2.2,2024
9349,Dell,5703,Intel i5,16,1024,14.8,1483,Linux,2.99,2019
9350,Razer,7827,AMD Ryzen 5,16,1024,16.7,873,Windows 11,1.42,2019
9352,HP,1214,AMD Ryzen 5,32,256,14.2,1595,Linux,1.89,2024
9353,Asus,1964,AMD Ryzen 5,8,256,15.9,1607,Windows 11,2.09,2018
9355,Lenovo,2298,Intel i7,16,512,15.2,1046,Windows 10,1.3,2018
9358,HP,7807,Intel i7,32,2048,16.8,1181,Windows 11,2.73,2019
9360,Asus,1868,Intel i7,16,2048,14.7,1441,Linux,2.33,2021
9367,Microsoft,3271,AMD Ryzen 5,32,2048,16.4,502,Linux,1.02,2024
9377,Razer,9703,AMD Ryzen 7,64,256,12.8,1286,Windows 10,1.74,2022
9378,Razer,9909,AMD Ryzen 7,16,256,15.3,914,Windows 10,2.24,2022
9380,Acer,4953,Intel i7,8,2048,15.4,521,Windows 11,2.52,2020
9381,Dell,9628,Intel i9,64,512,13.8,1420,Linux,1.91,2021
9382,Microsoft,7249,AMD Ryzen 7,64,512,17.6,1450,Linux,1.68,2020
9385,Dell,6761,Intel i5,8,512,14.9,294,Windows 10,1.9,2020
9386,HP,2672,AMD Ryzen 7,64,512,14.5,516,Windows 11,2.23,2018
9388,Acer,8450,AMD Ryzen 7,8,2048,16.0,694,Windows 11,2.23,2022
9389,Lenovo,6252,AMD Ryzen 5,64,512,14.2,1113,Linux,1.51,2020
9391,Razer,1018,AMD Ryzen 5,64,512,15.1,1129,Windows 11,1.69,2020
9392,Microsoft,1175,Intel i7,64,256,13.9,1472,Windows 10,2.46,2021
9394,Microsoft,8722,Intel i9,64,2048,16.6,1099,Windows 11,2.03,2022
9398,Dell,4806,AMD Ryzen 7,64,256,16.0,1261,Linux,1.42,2021
9404,Dell,3108,Intel i5,32,1024,16.8,555,Windows 10,1.52,2018
9409,Asus,668,Intel i9,32,2048,16.0,878,Linux,2.0,2021
9412,Lenovo,9745,Intel i9,32,2048,15.9,767,Windows 10,1.46,2020
9414,HP,1741,Intel i5,32,512,16.8,1552,Windows 11,1.49,2023
9415,Razer,2921,Intel i5,64,256,13.8,2059,Windows 10,2.13,2023
9417,Razer,6720,Intel i9,32,2048,13.7,1251,Windows 10,0.93,2021
9424,Dell,442,Intel i5,64,1024,14.6,982,Windows 10,1.89,2023
9427,Razer,9393,AMD Ryzen 5,32,1024,12.5,1540,Windows 10,2.13,2020
9429,Lenovo,5437,Intel i9,32,2048,17.0,1143,Windows 10,2.25,2024
9431,Microsoft,3577,Intel i7,16,2048,18.1,1022,Windows 11,1.33,2022
9433,Dell,9174,Intel i9,64,1024,14.0,690,Windows 11,1.06,2022
9435,Lenovo,1534,AMD Ryzen 7,16,256,17.4,1209,Linux,2.37,2024
9436,Razer,6382,AMD Ryzen 5,64,512,18.1,1342,Windows 11,1.67,2022
9439,Lenovo,8412,AMD Ryzen 7,16,512,16.9,1085,Windows 11,2.32,2024
9441,Dell,5442,AMD Ryzen 5,64,1024,15.7,686,Windows 10,1.8,2023
9442,Asus,7130,Intel i7,32,256,19.3,1097,Windows 11,1.17,2018
9449,Asus,4865,AMD Ryzen 5,64,512,16.1,832,Windows 10,2.51,2022
9453,HP,5241,AMD Ryzen 7,8,256,13.1,1340,Windows 11,2.44,2020
9455,Acer,2899,AMD Ryzen 5,8,512,15.7,1371,Windows 11,1.0,2021
9457,Dell,3647,AMD Ryzen 7,8,2048,14.8,734,Windows 11,2.42,2020
9458,Dell,2194,AMD Ryzen 7,32,2048,12.9,1620,Linux,1.84,2021
9459,Razer,7956,Intel i5,32,2048,14.7,1754,Linux,1.38,2023
9460,HP,8142,Intel i7,64,2048,18.0,1808,Windows 11,1.85,2020
9464,Lenovo,5906,Intel i9,16,1024,15.9,1622,Windows 11,1.55,2018
9465,Microsoft,2447,Intel i7,16,2048,15.8,1194,Windows 11,2.02,2023
9467,HP,3467,AMD Ryzen 7,16,2048,14.3,984,Windows 11,1.85,2018
9470,Microsoft,1798,Intel i5,64,256,15.4,775,Linux,1.12,2020
9472,Acer,9456,AMD Ryzen 5,8,512,17.2,1348,Linux,2.06,2020
9473,Asus,3824,Intel i5,8,2048,15.9,541,Linux,1.72,2022
9479,HP,8066,AMD Ryzen 5,32,1024,15.3,1193,Linux,1.47,2020
9480,Microsoft,512,AMD Ryzen 5,8,2048,15.0,1679,Linux,0.99,2023
9484,Acer,6829,AMD Ryzen 7,8,512,14.4,1056,Linux,0.95,2022
9487,Acer,1783,Intel i9,64,2048,15.2,279,Windows 10,1.67,2023
9494,Dell,5068,Intel i9,8,256,14.4,725,Windows 11,2.31,2020
9496,Lenovo,3347,AMD Ryzen 5,64,256,15.0,1454,Windows 11,1.99,2024
9497,Microsoft,1693,AMD Ryzen 7,8,1024,16.3,892,Windows 11,1.59,2018
9498,Asus,9238,AMD Ryzen 7,32,2048,13.6,967,Linux,1.75,2018
9499,Acer,453,Intel i9,32,256,17.6,2041,Linux,1.56,2024
9500,Asus,7492,Intel i5,64,2048,15.8,1432,Linux,2.44,2021
9501,Lenovo,3566,Intel i7,64,512,12.6,2000,Windows 11,1.33,2020
9504,HP,9426,AMD Ryzen 5,32,256,15.8,1300,Windows 10,2.36,2021
9507,Dell,1513,AMD Ryzen 7,8,1024,12.5,1447,Windows 11,1.58,2018
9513,Asus,4957,AMD Ryzen 7,64,256,16.8,978,Linux,2.66,2023
9514,Acer,7736,Intel i9,64,256,16.6,651,Windows 11,1.66,2021
9520,HP,4097,Intel i7,32,512,14.4,1524,Windows 10,2.15,2018
9521,HP,8861,Intel i7,32,256,14.9,1085,Windows 11,2.86,2019
9525,Lenovo,1759,AMD Ryzen 7,32,2048,13.2,394,Windows 10,1.09,2024
9527,Microsoft,2678,Intel i7,16,2048,16.3,368,Windows 11,1.99,2022
9529,Lenovo,2796,AMD Ryzen 5,8,2048,14.4,1840,Linux,0.54,2022
9531,Asus,6856,AMD Ryzen 7,16,1024,13.1,1259,Windows 11,1.09,2020
9535,Microsoft,3853,AMD Ryzen 5,8,1024,18.1,365,Windows 11,1.71,2018
9536,Acer,1937,AMD Ryzen 5,16,512,14.6,849,Windows 11,0.7,2023
9540,Lenovo,9996,AMD Ryzen 7,64,256,13.9,955,Windows 11,1.78,2024
9541,Asus,6478,AMD Ryzen 7,16,1024,16.9,476,Linux,1.8,2022
9542,Acer,967,Intel i5,32,2048,13.8,1431,Windows 11,0.66,2024
9543,Dell,7400,AMD Ryzen 7,64,512,14.4,1280,Windows 10,1.63,2022
9546,Acer,9332,AMD Ryzen 5,32,256,14.7,993,Windows 10,1.57,2022
9550,Dell,1472,AMD Ryzen 5,8,256,14.2,990,Windows 10,2.13,2021
9553,Lenovo,4946,AMD Ryzen 7,8,1024,15.2,670,Linux,1.92,2021
9559,Razer,2606,Intel i7,64,2048,17.9,1445,Windows 11,1.77,2020
9562,Razer,3890,AMD Ryzen 5,32,1024,15.6,874,Windows 11,1.91,2023
9564,Acer,7579,Intel i9,64,1024,13.0,1160,Windows 11,1.73,2020
9567,Dell,5791,Intel i9,8,2048,16.9,714,Linux,1.73,2022
9568,Asus,2422,AMD Ryzen 5,32,512,15.9,1715,Windows 11,2.22,2021
9571,Lenovo,9518,Intel i5,16,256,16.6,793,Windows 10,2.47,2024
9574,Razer,6631,AMD Ryzen 5,32,512,14.3,1319,Windows 11,1.35,2020
9575,HP,2716,AMD Ryzen 5,16,512,14.8,1165,Windows 11,2.49,2020
9578,Lenovo,4710,Intel i7,8,512,16.4,1598,Linux,2.21,2019
9581,Asus,5110,AMD Ryzen 7,16,2048,15.4,570,Windows 11,2.82,2019
9588,Acer,8856,Intel i9,64,2048,14.2,1331,Linux,1.67,2022
9590,Asus,1298,AMD Ryzen 7,8,256,14.0,808,Windows 11,2.0,2022
9592,Razer,9584,Intel i7,16,1024,16.4,909,Windows 10,1.54,2020
9593,Razer,708,AMD Ryzen 5,64,1024,15.6,2141,Windows 11,2.25,2018
9594,HP,4060,AMD Ryzen 5,64,512,17.3,1757,Windows 10,1.42,2019
9595,Dell,5842,Intel i9,16,512,16.6,1058,Windows 10,1.17,2021
9597,Asus,3838,Intel i9,64,1024,17.5,1194,Linux,1.45,2023
9599,Razer,1364,Intel i9,8,1024,14.7,1750,Windows 10,2.25,2020
9601,Dell,7347,Intel i7,32,1024,14.1,1837,Linux,1.58,2023
9605,Apple,5787,Apple M1,64,512,18.6,1520,macOS,1.78,2023
9606,HP,4257,Intel i7,64,2048,15.3,1068,Windows 11,1.18,2023
9611,Microsoft,1176,Intel i5,32,512,17.2,619,Linux,1.44,2018
9613,Apple,91,Apple M1,64,256,15.8,1727,macOS,1.89,2022
9616,Lenovo,699,Intel i9,64,256,15.8,1456,Linux,2.17,2023
9618,Asus,3409,Intel i9,8,2048,17.0,970,Linux,1.69,2022
9620,Apple,6289,Apple M1,16,2048,15.8,1346,macOS,1.39,2023
9621,Lenovo,1017,Intel i5,32,512,15.9,1508,Linux,2.8,2022
9623,Razer,4390,Intel i7,64,512,16.7,1736,Windows 10,2.37,2023
9624,HP,6083,Intel i7,8,256,15.8,1322,Windows 10,0.86,2019
9626,Microsoft,3567,Intel i5,8,1024,15.1,1488,Linux,0.84,2024
9629,HP,2093,AMD Ryzen 7,8,512,14.3,1166,Linux,1.56,2018
9635,Asus,6507,Intel i9,64,2048,15.7,1025,Windows 11,1.44,2023
9639,Lenovo,1422,AMD Ryzen 5,8,1024,15.4,623,Linux,1.34,2019
9641,Lenovo,2286,AMD Ryzen 7,64,2048,19.4,1634,Windows 10,1.12,2022
9652,Razer,6037,AMD Ryzen 5,16,256,12.7,1571,Windows 11,2.32,2019
9655,Microsoft,2247,Intel i5,32,1024,16.6,1638,Windows 10,1.76,2023
9656,Razer,5580,AMD Ryzen 5,16,1024,15.9,527,Windows 10,1.72,2024
9657,Lenovo,2996,Intel i5,32,1024,13.9,1033,Windows 11,1.08,2020
9661,Razer,9797,Intel i9,8,1024,15.6,1630,Linux,2.66,2022
9670,Asus,5980,Intel i9,16,256,14.3,820,Windows 11,2.31,2018
9677,Microsoft,6749,Intel i9,16,2048,15.6,978,Linux,2.23,2019
9679,Razer,977,AMD Ryzen 7,32,512,15.9,1727,Windows 10,1.46,2019
9680,Dell,2084,Intel i9,16,1024,17.0,1214,Windows 10,1.46,2023
9681,Razer,9228,AMD Ryzen 5,32,1024,15.5,1115,Linux,2.34,2018
9683,Dell,3991,Intel i5,64,2048,15.4,1971,Linux,1.42,2024
9684,Apple,1202,Apple M1,8,512,15.6,1554,macOS,1.08,2022
9685,Asus,9089,Intel i9,64,512,15.0,1030,Windows 10,1.65,2018
9688,Razer,8236,Intel i9,32,512,18.1,885,Windows 11,1.1,2018
9691,Lenovo,4707,Intel i9,32,2048,13.0,1532,Windows 11,1.74,2023
9692,HP,9719,Intel i7,32,256,14.9,944,Windows 11,1.83,2018
9694,Lenovo,6477,AMD Ryzen 5,32,256,13.9,1233,Windows 10,2.11,2018
9696,Lenovo,1933,Intel i9,32,2048,16.7,900,Windows 11,2.09,2024
9700,Lenovo,8454,Intel i5,8,1024,16.6,1463,Linux,1.7,2021
9701,Lenovo,4463,Intel i7,32,256,12.8,1291,Linux,2.67,2018
9704,Microsoft,2715,Intel i7,64,2048,15.1,416,Windows 11,1.49,2018
9710,Microsoft,7635,AMD Ryzen 7,32,2048,17.3,1727,Linux,2.36,2021
9718,Acer,6723,AMD Ryzen 7,32,1024,15.4,848,Windows 11,1.87,2023
9720,Razer,2353,AMD Ryzen 7,8,256,15.4,713,Windows 10,1.56,2024
9721,Lenovo,9546,Intel i9,16,256,15.0,1007,Linux,1.71,2023
9722,Asus,6031,Intel i9,64,2048,16.7,1443,Linux,1.29,2018
9723,Dell,9615,AMD Ryzen 7,16,256,16.5,788,Windows 10,1.84,2019
9726,Asus,6885,Intel i9,32,512,17.5,823,Linux,2.12,2018
9732,Dell,6593,AMD Ryzen 5,64,512,15.3,1295,Linux,1.43,2022
9733,Lenovo,7467,Intel i9,64,1024,17.6,1037,Windows 11,1.91,2022
9735,Razer,6722,Intel i9,8,512,15.4,591,Windows 11,2.02,2020
9736,Acer,9070,Intel i7,16,256,14.6,1576,Windows 11,1.58,2023
9737,Lenovo,8826,AMD Ryzen 5,8,512,15.7,895,Windows 10,1.19,2019
9739,Asus,4624,Intel i7,32,256,15.8,1418,Windows 11,1.42,2021
9742,HP,5611,Intel i7,32,1024,16.3,1994,Windows 10,2.03,2018
9744,HP,6195,Intel i9,32,1024,15.0,1704,Windows 11,1.75,2020
9747,HP,2781,Intel i7,16,1024,17.8,1582,Windows 10,1.71,2020
9749,Microsoft,7092,Intel i9,8,512,17.1,1001,Linux,1.4,2020
9752,Microsoft,6466,Intel i9,16,1024,16.3,1218,Linux,0.73,2022
9753,Acer,2478,Intel i9,8,512,14.6,880,Windows 10,1.32,2019
9756,Acer,1861,Intel i5,8,512,18.2,1321,Linux,2.23,2022
9757,Apple,2244,Apple M1,8,256,15.7,2093,macOS,1.24,2019
9758,Acer,9666,Intel i7,64,1024,16.1,1474,Windows 10,1.9,2018
9759,Asus,831,AMD Ryzen 5,16,2048,14.5,562,Linux,2.07,2019
9763,Microsoft,8964,Intel i9,16,2048,16.2,933,Windows 10,1.42,2024
9769,Microsoft,2030,AMD Ryzen 5,16,2048,12.0,2183,Windows 10,1.61,2023
9774,Dell,6545,AMD Ryzen 7,64,2048,17.4,883,Windows 11,1.14,2021
9776,Acer,2115,Intel i9,64,2048,18.0,927,Windows 11,1.14,2022
9779,Acer,7276,Intel i5,32,256,16.5,1386,Windows 11,1.19,2019
9785,Asus,8816,Intel i5,64,2048,15.5,1343,Windows 10,2.58,2020
9788,Lenovo,3357,Intel i5,32,1024,15.0,1080,Linux,1.04,2019
9793,Acer,7651,Intel i9,16,1024,15.6,1243,Windows 10,0.76,2023
9794,Lenovo,6609,Intel i5,16,256,15.9,1102,Windows 10,0.83,2024
9797,HP,2637,Intel i5,8,2048,14.2,860,Linux,1.66,2022
9812,Asus,8931,Intel i7,8,512,16.8,2214,Windows 10,1.79,2021
9813,Microsoft,8742,Intel i9,16,256,15.1,1535,Windows 10,2.32,2020
9816,HP,9241,Intel i7,64,1024,17.1,473,Windows 10,2.96,2023
9817,Razer,8575,Intel i5,16,512,16.8,1430,Linux,1.68,2024
9825,Razer,7870,AMD Ryzen 5,32,2048,15.2,1788,Windows 11,1.46,2024
9826,Asus,3293,AMD Ryzen 7,8,512,15.9,1324,Linux,1.49,2021
9827,Razer,5977,AMD Ryzen 5,32,512,17.7,1034,Windows 11,1.61,2022
9828,HP,8000,Intel i7,32,2048,15.9,1121,Windows 11,2.35,2023
9832,Razer,6429,Intel i9,16,512,15.0,1163,Windows 10,1.67,2019
9836,Asus,552,AMD Ryzen 7,64,512,17.8,349,Linux,2.43,2018
9839,Lenovo,1374,Intel i7,8,512,15.6,1564,Windows 10,1.28,2024
9840,Lenovo,2021,Intel i9,16,2048,17.1,1308,Linux,1.87,2019
9841,Razer,8314,Intel i9,8,2048,15.3,574,Linux,2.67,2023
9843,Acer,236,AMD Ryzen 7,64,512,16.8,1332,Linux,1.1,2018
9845,Acer,3479,Intel i5,64,2048,13.0,791,Windows 11,1.4,2021
9853,Dell,3642,AMD Ryzen 5,8,512,15.8,451,Linux,0.98,2020
9855,Microsoft,4537,Intel i7,64,256,16.2,1516,Linux,1.77,2022
9860,Microsoft,6236,AMD Ryzen 7,64,2048,16.7,2043,Windows 10,1.54,2019
9865,Microsoft,6265,AMD Ryzen 5,8,256,14.7,1307,Linux,1.95,2022
9868,HP,5108,AMD Ryzen 5,32,512,16.7,1361,Windows 11,1.48,2018
9870,Microsoft,6567,AMD Ryzen 5,64,256,15.1,1703,Linux,2.2,2024
9872,Razer,7339,AMD Ryzen 5,32,2048,16.0,800,Linux,2.47,2024
9873,Razer,1413,AMD Ryzen 7,8,2048,15.2,793,Windows 10,1.36,2021
9877,Dell,9055,Intel i5,8,2048,16.9,1402,Linux,2.17,2020
9878,Lenovo,10,AMD Ryzen 5,32,256,16.2,2061,Windows 11,1.36,2023
9882,Dell,2146,AMD Ryzen 7,64,2048,16.1,993,Linux,1.57,2021
9883,Acer,5367,Intel i9,16,2048,16.2,1819,Linux,2.31,2022
9886,Razer,6063,Intel i5,16,2048,14.2,755,Windows 10,1.96,2021
9889,Lenovo,5155,Intel i7,8,256,19.2,432,Windows 10,2.04,2024
9891,HP,1471,AMD Ryzen 7,64,512,15.3,1582,Linux,2.27,2021
9895,Asus,3993,AMD Ryzen 7,64,1024,16.2,279,Linux,2.07,2019
9904,Asus,3692,Intel i5,32,2048,15.1,1201,Windows 10,2.88,2020
9905,HP,3955,AMD Ryzen 5,8,512,14.3,1055,Linux,1.51,2021
9907,Lenovo,6865,Intel i7,16,256,15.2,1101,Linux,1.55,2018
9908,HP,33,AMD Ryzen 7,64,512,16.0,1953,Windows 10,1.89,2021
9909,Lenovo,9786,Intel i7,8,2048,16.2,835,Windows 10,1.74,2022
9910,Dell,2289,Intel i9,64,2048,16.7,895,Linux,2.17,2023
9915,Dell,5387,Intel i5,64,2048,15.3,1052,Windows 11,1.45,2018
9916,Dell,3697,AMD Ryzen 7,16,512,15.0,1121,Linux,2.46,2024
9919,Microsoft,6848,AMD Ryzen 7,64,256,17.2,1926,Windows 10,2.33,2018
9925,Apple,2820,Apple M1,16,1024,14.3,1533,macOS,2.14,2021
9926,HP,6090,Intel i5,64,1024,18.8,1449,Linux,1.42,2022
9928,Acer,9245,AMD Ryzen 5,64,512,16.3,859,Windows 11,1.75,2024
9929,Dell,6389,Intel i7,16,512,16.0,1102,Linux,2.23,2019
9932,Acer,169,Intel i7,16,1024,14.7,1411,Windows 10,1.12,2020
9933,Acer,8426,Intel i9,16,2048,14.2,963,Linux,1.99,2018
9934,Asus,5075,Intel i5,16,2048,16.5,1099,Windows 11,2.45,2020
9939,Dell,3036,Intel i5,8,256,17.4,1065,Windows 11,1.25,2024
9940,Acer,3224,AMD Ryzen 5,8,512,16.1,516,Windows 11,1.82,2022
9941,Razer,639,Intel i7,8,512,12.8,681,Windows 11,1.7,2018
9947,Dell,8009,Intel i9,64,512,15.0,1847,Windows 11,1.77,2023
9948,Dell,5562,AMD Ryzen 7,16,1024,21.1,1718,Linux,1.57,2022
9951,Razer,9955,AMD Ryzen 5,32,2048,12.9,1354,Windows 10,2.1,2019
9958,Acer,6249,Intel i7,64,1024,17.2,1439,Windows 10,3.15,2018
9959,Microsoft,7502,Intel i9,64,2048,14.5,1217,Linux,1.14,2020
9966,Razer,120,Intel i9,8,1024,17.2,1327,Windows 10,2.17,2019
9969,Dell,1829,AMD Ryzen 5,32,256,14.4,1101,Windows 10,2.1,2024
9972,Acer,557,AMD Ryzen 5,8,1024,18.5,718,Linux,2.81,2023
9976,Apple,5599,Apple M1,8,512,17.7,1102,macOS,1.75,2019
9983,Microsoft,4082,Intel i9,32,512,14.2,941,Windows 11,2.27,2023
9984,Asus,8080,AMD Ryzen 7,16,512,16.2,1580,Windows 11,1.09,2024
9988,HP,1441,AMD Ryzen 5,64,1024,15.4,1643,Windows 10,1.78,2022
9990,Razer,9626,Intel i5,8,512,13.4,1220,Linux,1.93,2020
9991,Dell,8369,AMD Ryzen 7,16,256,16.3,1639,Windows 10,1.9,2022
9992,Microsoft,345,Intel i7,8,512,16.4,587,Windows 11,1.69,2019
9995,Lenovo,4841,AMD Ryzen 7,8,1024,16.3,941,Windows 10,2.61,2018
9996,Microsoft,3081,Intel i5,16,2048,17.7,588,Windows 11,1.58,2018
9998,Asus,852,Intel i9,32,1024,15.2,1444,Windows 10,1.81,2019
9999,Razer,3158,AMD Ryzen 7,64,256,16.1,764,Linux,2.16,2021
10002,Asus,3798,Intel i9,64,2048,14.5,1824,Windows 11,2.16,2020
10005,Microsoft,6600,Intel i9,64,2048,14.5,2080,Linux,2.02,2018
10010,HP,3010,Intel i9,64,256,17.8,1251,Windows 10,1.4,2021
10013,Microsoft,1359,Intel i5,8,512,17.2,1510,Windows 10,0.96,2023
10015,Razer,8076,Intel i5,64,2048,14.3,1100,Linux,1.97,2019
10017,Lenovo,5553,Intel i7,8,1024,16.0,1786,Windows 10,2.22,2018
10018,Asus,2977,Intel i9,16,256,13.2,1017,Linux,0.92,2023
10020,Acer,8515,Intel i9,8,512,17.7,1246,Windows 10,1.26,2018
10021,Lenovo,3728,Intel i9,32,256,18.0,1156,Windows 10,3.11,2024
10022,Lenovo,3616,Intel i7,64,2048,13.9,1246,Linux,1.1,2021
10023,Microsoft,3433,Intel i5,16,1024,16.8,1927,Windows 11,2.21,2021
10025,Lenovo,3340,Intel i5,8,256,16.9,759,Windows 11,0.69,2019
10028,Asus,5153,Intel i9,8,1024,14.9,1317,Windows 11,2.1,2020
10032,Razer,5757,Intel i9,8,256,14.9,519,Windows 10,1.83,2020
10034,Lenovo,7598,AMD Ryzen 5,8,2048,15.5,544,Windows 10,1.97,2020
10036,HP,6132,AMD Ryzen 5,64,2048,15.7,903,Linux,2.08,2019
10044,Asus,6312,Intel i9,8,512,14.7,1028,Windows 11,1.61,2020
10046,HP,3227,AMD Ryzen 7,16,1024,13.2,1406,Linux,1.87,2024
10051,Razer,3342,AMD Ryzen 7,64,2048,15.5,799,Windows 11,2.18,2023
10052,Razer,1446,Intel i9,16,256,14.9,1766,Windows 11,1.95,2018
10057,HP,2284,Intel i5,32,512,17.4,1413,Windows 10,2.03,2022
10058,Lenovo,2805,AMD Ryzen 5,32,2048,16.3,1283,Windows 10,1.75,2021
10059,Lenovo,1073,AMD Ryzen 7,64,1024,15.2,639,Linux,1.98,2023
10060,Microsoft,1226,Intel i7,32,512,17.4,1089,Windows 10,2.45,2023
10061,HP,2263,AMD Ryzen 5,8,2048,16.6,1793,Windows 11,2.0,2021
10064,HP,2190,Intel i9,32,2048,16.4,1568,Windows 10,2.13,2024
10069,Asus,3581,Intel i7,32,256,13.6,1369,Windows 11,1.8,2021
10070,HP,4047,Intel i9,32,256,19.1,487,Windows 10,1.95,2019
10071,Dell,8189,Intel i7,8,256,14.9,1540,Linux,2.14,2020
10072,HP,5537,AMD Ryzen 5,32,512,14.5,1468,Windows 10,0.88,2024
